,Unnamed: 0,Name,Rating,Date,Review
55,55,RED WHITE RAMEN,5 star rating,6/15/2021,"Sweetest staff and delicious vegan ramen!!! Couldn't be happier! The miso ramen is my favorite, would honestly be happy eating this every day. Their menu is a little limited, but I've been happy with all their ramens!"
56,56,RED WHITE RAMEN,5 star rating,1/2/2022,So good! Huge portions! So tasty - worth the money. Definitely have a bunch of options for flavors and love the variety
57,57,RED WHITE RAMEN,5 star rating,11/30/2021,This is my favorite ramen spot in Boston hands down! My roommate and I get takeout at least once a week and always get the same thing: the King &. Queen (truffle flavor) and the Tokyo Masala (curry flavor) with chili oil and extra noodles on the side. I've also tried every other flavor on the menu and they're all amazing. Would give this place 10 stars if I could. I love you Red White
58,58,RED WHITE RAMEN,5 star rating,5/6/2021,"Has indoor (3 tables + counter seating) and outdoor seating (2 tables)! Lovely decor inside and great service. At the staff's recommendation, I got the new flavor of curry masala, which was creamy and slightly spicy from the chili oil. Could definitely taste the curry flavor, and the vegan toppings were super fresh! I admit to not being the biggest mushroom fan, but felt here that the umami they brought was very good. Definitely recommend coming here, especially if you want an affordable meal (~11 dollars!)."
59,59,RED WHITE RAMEN,5 star rating,10/30/2020,"All vegan ramen?! Sign me up! Yes this place is beyond worth traveling out of state for. Multiple times.
No place like this exists by us in RI especially not all vegan ramen.

The store is smaller due to being on Newbury but that doesnt stop the big bold flavors this place produces. Everytime we go in the staff is so friendly and BEYOND helpful.

They have about 6 or 7 vegans ramen to choose from. You can edit what you want in it because it's made from scratch. I always get tofu, corn and noodles.

PRO TIP: ALWAYSSSS ORDER EXTRA NOODS. IF YOU PAY FOR EXTRA GUAC AT PLACES, YOU SHOULD HAVE NO PROBLEM PAYING FOR EXTRA NOODS.

Their green tea is soooo good. You can tell its fresh because the tea leaves are still floating about. I love the authenticity. So with the ramen being a great price with the green tea is a perfect combo."
60,60,RED WHITE RAMEN,3 star rating,8/12/2021,"Not quite sure why this place received 4.5 stars. It's definitely not above average. The place looks more like a pick up and go kinda spot. V utilitarian. 

I ordered the King & Queen, which is a truffle salt flavor. The soup base lacked the usual umami, toppings were mediocre, and the ramen texture was a little too chewy. 

Should have realized when I saw the price point ($12 for a bowl of ramen). If we used Ipuddo as a comparison, RWBR is clearly a 3, tops."
61,61,RED WHITE RAMEN,5 star rating,7/28/2021,"My dad and I stopped in after attending a Red Sox game and we couldnt be more happy with our food. 

Neither of us had ever had a real vegan meal, and I was slightly terrified my dad would hate it. Man were we wrong. The food was absolutely delicious, the service was great, and I already cant wait to go back. 

If you like spicy, certainly try the spicy ramen. It had a kick, but also tons of flavor. HIGHLY recommended!"
62,62,RED WHITE RAMEN,5 star rating,11/20/2020,"This is an awesome place. The dish is absolutely phenomenal and delicious. The atmosphere and restaurant has so many nice decorations. 
We had a great time here, definitely recommend and will be back. 
Tok, the owner is very respectful, kind and sweet to his clients!!! 

FREE DELIVERY AROUND BACKBAY too!!!!"
63,63,RED WHITE RAMEN,4 star rating,10/22/2020,"As a non-vegan, I was pleasantly surprised by how much I liked the Dragon Breath Ramen.  Definitely  cured my ramen fix- the broth was spicy enough to feel it but not enough to be overwhelmed.  I also have a very high spice tolerance, so I'd recommend avoiding this flavor unless you can handle spice.  The ingredients were very simple yet complemented each other very nicely.  Not earth-shattering level ramen, but very good considering.

The environment inside the restaurant is really cute and the workers there were very welcoming and accommodating.  Definitely will go again to try the Red Rice bowls they have- all in all a great experience!"
64,64,RED WHITE RAMEN,2 star rating,11/6/2021,"Just...can't...find...decent...food...in BOS.  I gotta be doing something wrong.

Blah...  King & Queen truffle salt broth was thin and boring (truffle?  This ain't no truffle).  No depth of flavor.  The artificial meat in the ramen disintegrated so it wasn't really satisfying.

This place is vegan.  I sure wish there was something highlighting that fact before I went there.  It appeared to me online as a standard ramen joint - not a vegan / vegetarian ramen place.  I respect vegans deeply but this particular food is just not that good.  It was not terrible but it was not good, either.

For the price charged I was expecting quite a bit more.

Oh, and the big no no:  don't prompt me for a tip when there is no service.  You order at the counter, pick up at the counter, and bus your own table.  There is NO service.  Tips are for service, they are not a handout, millennials.  No tip was paid.  No tip was deserved.  I will not be back and - this - put a cap on it."
65,65,RED WHITE RAMEN,5 star rating,10/11/2020,"I was walking on Newbury Street and was caught by the Dragon Breath Ramen sign outside of their restaurant. I love spicy food and ramen so thought I'd give it a try (lol did not realize it was vegan until I went in). The broth and noodles were very delicious and I did not feel bloated after eating it! The dragon breath ramen is prettyyyy spicy even with their regular spice level and I usually order extra spicy at other places, so just make sure to ask to lower the spice level if you think you can't handle it. 

The staff was friendly, welcoming, and put thoughts into making each bowl. They also have indoor/ outdoor seatings during COVID."
