LocationName,Address,City,State,Zip,Description,Website,Phone,
Chickadee Hill Farm,366 Central Street,Rowley ,MA,01969,Family Owned & Operated Farm Stand with fruits and vegetables. Cut-Your-Own Christmas Trees.,www.chickadeehillfarmservices.com,(978) 948-8620,
Chicoine Family Farm,116 Oliver St,Easthampton ,MA,01027,Diversified farm. Rotationally grazed 100% Grass Fed Beef Pastured Poultry bacon sausage and pork belly. Composted manure for the garden Custom wood: logs from farm cut on our sawmill. Store open Sunday 12 noon to 4pm. Seasonal produce in season: no spray strawberries.,www.facebook.com/Chicoine-Family-Farm-283010582101/,(413) 527-4882,
Chip-In-Farm,201 Hartwell Road,Bedford,MA,01730,Family owned since 1944. 3000 laying hens trees and produce eggs - sold mostly at our Retail Farm Stand. Also sell our own fruits and vegetables when in season. Open year round daily 10:00 am – 6:00 pm. Please call ahead for availability and tours available by appointment only.,chipinfarm.com/,(781) 275-2545,
Chris' Farmstand,11 Lake St,Peabody,MA,01960,Fresh fruits and vegetables meat & eggs at our farmstands. May to November.,www.chrisfarmstand.com,(978) 994-4315,
Chris's Farmstand,436 Salem St.,Haverhill,MA,01835,Fresh fruits vegetables meat eggs and turkeys at our farmstands. Pumpkin festival with narrated hayrides pony rides and corn maze. Farm animal display pick your own pumpkin patch kid's games hay castle toddler haunted house haunted corn maze and walk though the woods and school tours.  Open daily July 15 through November 1 10:00 am - 5:00 pm   CSA Products offered: Fruits Vegetables Pickup(s): On Farm,www.chrisfarmstand.com,(978) 994-4315,
Cider Hill Farm,45 Fern Ave.,Amesbury,MA,01913,Large retail farm store w/gifts produce farm products and bakery. Pick your own season ranging from early June to mid-Nov. Each picking season is a new experience! Our staff is here to help you with all your picking questions and needs. Containers provided if needed.  CSA Product offered: Fruits Vegetables Pickup(s): On Farm  ,www.ciderhill.com,(978) 388-5525,
Ciesluk Farmstand,564 Greenfield Road,Deerfield ,MA,01342,Located in the heart of Historic Deerfield. Famous for our delicious sweet corn as featured in Yankee Magazine. Raise pumpkins and many other vegetables. Feature locally grown berries apples and flowers.,www.cieslukfarmstand.com/,(413) 774-8134,
Clark Brothers Orchards,580 Apple Valley Road,Ashfield,MA,01330,Five generations of Clarks growing apples in Apple Valley since 1886. Wholesale packing & shipping Retail & Pick Your Own Apples.,www.clarkbrothersorchards.com/,(413) 628-1515,
Clark Farm,163 Hobart Street,Danvers,MA,01923,Historic 1728 Farm w/farmstand greenhouses and compost operation. Open April 1st to Christmas. Horticultural items in spring fruits and veggies in summer/fall and holiday decorations. Farmers Markets at Salem and Marblehead. Schooltours Spring and Christmas decoration classes. Farm animals. ,www.clarkfarmdanvers.com,(978) 774-0550,
Clark Farm Market,201 Bedford Road,Carlisle,MA,01741,USDA Certified Organic Farm offering local produce pasture-raised meats dairy and dry goods.,www.clarkfarmmarket.com,(978) 254-5427,
Clarkdale Fruit Farms,303 Upper Road,Deerfield ,MA,01342,Over 100 varieties of apples peaches plums pears cherries and grapes are harvested from August through October. We still have heirloom apple varieties from trees planted by the first generation of Clarks and continue to plant new varieties every year. We press sweet cider from mid-September to March and offer pick-your-own McIntosh apples in the fall.  ,www.clarkdalefruitfarms.com,(413) 772-6797,
Clark's Nursery,1210 Pleasant St.            ,Lee,MA,01238,Offer extensive variety of annuals perennials vegetables shrubs soils and amendments. The beautiful Berkshire foliage is accented with our huge selection of mums Howden pumpkins and ornamental cabbage and kale. Family owned and operated for over 30 years!,www.facebook.com/clarksgardencenter/,,
Clear Run Farms,39 Miller Street,Rehoboth ,MA,02769,Grass fed beef cattle. 32 acres.,,(508) 336-2277,
Clearview Farm,4 Kendall Hill Road,Sterling,MA,01564,PYO apples peaches pumpkins red raspberries blueberries hayrides to orchards. Picnic area. Farm store and cider pressing baked goods honey eggs jam syrup cider donuts vegetables flowers herbs. School groups by appointment. Close to Davis Farmland and Mega Maze.,www.Clearviewfarmstand.com,(978) 422-6442,
Clover Hill Farm,1096 Barre Road,Hardwick,MA,01031,5th generation farm. Farm store offers our own beef pork lamb chicken and eggs as well as ready to cook turkey and chicken pot pies and soups n stews. Grow a variety of crops including cranberries non-GMO grains and horse quality hay. ,cloverhillfarm.info/,(978) 257-2390,
Clover Luck Farm,84 Jewett St,Pepperell,MA,01463,Dairy farm with picnic area. Pasture raised Berkshire pork products and Grass Fed Beef available by the cut.,cloverluckfarm.com/,(617) 694-9349,
Codman Community Farms,58 Codman Road,Lincoln,MA,01773,As a community farm committed to using sustainable farming methods. 100% grass-fed which includes any lambs or goats we raise and our closed herd of Red Devon Cattle. Raise/grow cows pigs lambs laying hens meat chickens turkeys hay and a growing amount of produce flowers and fruit. Open year-round 9-6 pm daily. Seasonally the barnyard and nearby fields host a variety of poultry pigs lambs cows and gardens for exploration.,www.codmanfarm.org,(781) 259-0456,
Colby Farm,50 Scotland Road,Newbury,MA,01922,Ideal place to shop if you want very fresh and deliciously ripe locally grown produce. The 350 acres surrounding the farmstand are hayfields but farm about 20 acres of our nearby land for vegetables and herbs. Offer a big variety of locally source goods.,www.colbyfarms.com/,(978) 465-8868,
Colchester Neighborhood Farm,90 Brook St,Plympton ,MA,02367,Farm was first established in 1751. This National Bicentennial Farm and has been owned by the same family (the Barrow family) for the past 200 years. Now certified as an organic farm with CSA and farmstand.  CSA Product offered: Vegetables Meat Eggs Pickup(s): On Farm and at Plimoth Plantation farmers market,www.Colchesterneighborhoodfarm.com,(781) 588-4255,
Colonial Hill Alpaca Farm,235 North Main Street (Rte. 32),Petersham,MA,01366,Alpaca Farm w/ Bed and Breakfast open year round. Alpace fiber/yarn and apparel store located on premesis. Hand made wearable art from alpacas on the farm. Phone 978-724-0301. Reservations required for B&B.,www.colonialhillalpacafarm.com,978-724-0301,
Columbia Farm,9 Kendall Ave.,Sherborn,MA,01770,Sale of hay & Herford cattle.,,(508) 655-6778,
Connors Farm,30 Valley Road,Danvers,MA,01923,PYO fruits and vegetables picnic area farm bakery ice cream stand and CSA. Farm uses IPM to grow fresh fruits and vegetables. Opening mid-September is famous corn maze--bring the whole family for some fall fun!,www.Connorsfarm.com,(978) 777-1245,
Cook Farm & Flayvors of Cook Farm,129 South Maple Street,Hadley,MA,01035,Family owned since 1909. Holsteins and Jerseys. Farmstand opened in 1998. Features our own raw milk pasteurized milk products homemade ice cream and butter. Also soup and sandwiches. Limited educational tours by appt.,www.cookfarm.com,(413) 584-2224,
Cook's Farm Orchard,106 Haynes Hill Road,Brimfield,MA,01010,Retail orchard and farmstand featuring PYO fruit homemade baked goods cider syrup and honey. Free weekend wagon rides to pick apples. School & Group Tours Harvest Festivals Hay Maze for the kids.,www.cooksfarmorchard.net,(413) 245-3241,
Cook's Valley Farm,2200 West Street,Wrentham,MA,02093,10th generation family farm raising large selection of fruit and vegetables. The farm stand is in 18th century post and beam barn where produce is continually being brought in from the fields. Come see one of the oldest family farms in the commonwealth (1705).,www.cooksvalleyfarm.com,(508) 883-6709,
Coonamessett Farm,277 Hatchville Road,Falmouth,MA,02536,A 20 acre farming and research operation on Cape Cod. The farm is open to visitors by annual membership or daily fee. Activities include picking berries and vegetables viewing hydroponic greenhouses and aquaculture systems canoeing dining at the farm's café browsing the gift shop and feeding the farm's herd of alpacas goats and sheep.  CSA Products offered: Vegetables Cheese Meat Pickup(s): On Farm,www.Coonamessettfarm.com,(508) 563-2560,
Cooper's Hilltop Farm,515 Henshaw Street,Leicester,MA,01542,Dairy farm growing their own feed while processing and retailing their own bottled milk including whole lowfat skim chocolate and coffee milk year-round light and heavy cream and egg nog during the holidays. Open houses are run during July and August and farm is available for tours to school groups and teachers looking to incorporate agriculture in the classroom.,www.facebook.com/CoopersHilltopFarm/,(508) 892-3720,
Copicut Farm,11 Copicut Rd,Dartmouth,MA,02714,Committed to provide our communities with the healthiest and highest quality meats and eggs possible while treating our animals and our environment with the utmost respect and care. ,www.copicutfarms.com/,(508) 205-9304,
Cotyledon Farm,253 Henshaw Street,Leicester,MA,01524,CSA Pick-Up Days and: Wednesday 5:00 pm - 7:00 pm starting in June EBT-SNAP accepted at farmstand on Wednesdays from 5:00 pm - 7:00 pm only June to October.  FMNP Coupons during daylight hours. ,www.cotyledonfarm.wordpress.com/contact,(508) 859-0016,
Couch Brook Farm,184 Couch Brook Road,Bernardston,MA,01337,Grow certified organic vegetable flower and herb starts to wholesale along with retail. Pick your own blueberries and sell fresh picked strawberries raspberries and peaches wholesale along with retail. Open for plant sales in Spring - Christmas trees in December.,www.couchbrookfarm.com,(413) 648-9659,
Cournoyer Vegetable Farm,400 Grove Street,Paxton,MA,01612,Farm and produce market owned and operated by the Cournoyer family for over 75 years. Grow over 100 varieties of seasonal fruits and vegetables from A-rugula to Z-ucchini. Open late June. Check website for updates. ,cournoyer-vegetable-farm.business.site/,(508) 753-2650,
Cowls Sawmill & Land Company,134 Montague Road (Route63),Amherst,MA,01059,,www.cowls.com,(413) 549-1403,
Cozie Nook Homestead,112 Stroheker Rd.,Ashfield,MA,01330,120 acre working family farm since 1914 nestled in the foothills of the Berkshires. Dedicated to developing a sustainable farm. Raise grass fed Finn & Icelandic sheep and turkeys. Have a portable sawmill and offer custom moulding/specialty lumber.,,(413) 628-3254,
Crabapple Farm,100 Bryant St.,Chesterfield,MA,01012,Raise organic vegetables flowers herbs and seedlings. Also raise cattle sheep and chickens in a natural pasture-based system. Organic vegetables available through our CSA or farmstand. PYO flowers and herbs for CSA shareholders. Eggs beef lamb wool yarn sheepskins and seedlings also available for sale. CSA season runs from June until November farmstand season slightly longer. Call for times.   CSA Products offered: Vegetables Fruit Meat Eggs Flowers Herbs Seedlings Wheat Pickup(s): On Farm  Farm stand open Saturdays 10:00 am - 2:00 pm ,,(413) 296-0310,
Cranston's Christmas Tree Farm,372 Baptist Corner Rd.,Ashfield,MA,01330,Attractive family owned and operated 160 acre farm with 32000 Christmas trees growing on 40 acres. We take great pride in growing quality trees. In 2007 one of our trees graced the Vice President's residence. Come and enjoy the fun and experience of choosing your own tree. School tours available. Try our delicious maple syrup.  ,www.cranstonschristmastreefarm.com,(413) 628-0090,
Cricket Creek Farm,1255 Oblong Rd.,Williamstown,MA,01267,Small grass-based dairy producing artisanal cheese raw milk grass-fed beef and whey fed-pork. Farm Store features our own products and many other local offerings is open every day of the year. Visitors welcome to watch milking visit that calves and pigs and walk around the farm. ,www.cricketcreekfarm.com,(413) 458-5888,
Crimson and Clover Farmstand,209 Spring Street,FLORENCE,MA,01062,Open Tuesday to Friday Noon - 7:00 pm and Saturdays 9:00 am - 2:00 pm May to Thanksgiving,www.crimsonandcloverfarm.com,(413) 772-919,
Crow Farm,192 Route 6A,Sandwich,MA,02563,Grow a wide variety of fruits and vegetables as well as plants and sell them mainly retail at the farm stand. Open Monday to Saturday 9:00 am - 5:00 pm; Sunday 10:00 am - 5:00 pm May to December 2020 Update: Farm stand is closed for the 2020 Season. ,www.crowfarmcapecod.com/,(508) 888-0690,
Crown & Roots Farm,126 Federal Hill Road                                                         ,Oxford,MA,01537,Small independently owned farm growing a diverse range of vegetables herbs and cut flowers. Produce is clean from harmful pesticides and chemicals ripening naturally for the best taste. Passion is helping to shape food culture in MA by bringing chefs who adhere to our belief of honest food closer to the source. Offering YOU the same fresh produce we offer to some of the best farm-to-table restaurants.,www.crownandrootsfarm.com,(508) 864-5449,
