,Name,Rating,Date,Review
61,Caffé Vittoria,3 star rating,1/20/2020,"Stopped by here after dinner with a friend and had an interesting experience. Ordered a latte and tiramisu.

Tiramisu was very good and the latte was great as well. Not too pricey but note that this place is cash only!

The inside has a louder than coffee shop chatter but lots of seating and really like how they set this place up.

My only caveat here is that the
moment we entered the cafe and while sitting inside the staff were a quite aggressive. Perhaps it was because it was the end of the night and they were ready to close, I don't know but that was not exactly the cafe experience I expected."
62,Caffé Vittoria,5 star rating,1/30/2022,By far the best cappuccino I've ever had! So good! Really cool environment too. Tiramisu and cannoli were good as well
63,Caffé Vittoria,5 star rating,10/14/2019,"Like everyone else says...
GET THE TIRAMISU!

I've had many tiramisus before and have also tried making it myself before too. Lemme tell ya, it's hard to perfect! This place holds #1 for the best tiramisu I've ever had. I tried to pace myself but it was gone in 5 minutes. The cappuccino was great too. Smooth, velvety, foamy on top with a decadent chocolate sauce on top. 

When you enter you can sit down wherever you'd like and someone will help you with your order. After you are done with your food/beverage they will give you a bill. This place is cash only so make sure you have some cash on you!"
64,Caffé Vittoria,5 star rating,8/30/2020,"Cash only, so don't come without. Good cappuccino and attentive staff. You can also get cookies and gelato. Sit inside or outside if the weather is nice."
65,Caffé Vittoria,4 star rating,9/9/2021,"A really cute cafe that my partner and I visited while we were waiting for our table in the area. It's cash only, and normally I wouldn't mess with a cash only business but tbh the coffee and pastries here are worth it. I got a latte and a dessert and it was fantastic! The atmosphere is amazing and the service is so nice. Couldn't recommend more."
66,Caffé Vittoria,3 star rating,10/24/2021,"Interior is very cool and different. Lots of foot traffic so definitely not a study area, more of a sit and chat area. I was told this was a must visit if you were in Boston. Coffee is decorated really uniquely, but tastes like your typical coffee. Smooth and not too sweet. We got the cappuccino and mocha. Only downside was that service was very slow, and no one really gave us a heads up about that. We sort of just sat and waited for twenty ish minutes. Also, they don't take card, only cash."
67,Caffé Vittoria,4 star rating,8/9/2020,"Classic Italian cafe with coffee and pastries. Cappuccino and iced coffee were excellent. Pastries were decent, not spectacular."
68,Caffé Vittoria,4 star rating,5/25/2021,"Great coffee both hot & ice, pretty much like what I had in Italy. Tiramisu and cannoli were also pretty tasty but not too sweet."
69,Caffé Vittoria,5 star rating,10/3/2019,"We ended up in this place for Limoncello and espresso after a fantastic dinner in Giacomos (they actually recommended us Caffe Vittoria, thank you!!!!) The place had that rustic and vintage. Seems a lot like a little cafe in Italy. We will be back!

Be aware, cash only. And musicians sometime around playing, so you might want to have cash too to tip them, they are amazing"
70,Caffé Vittoria,5 star rating,4/1/2021,"Let me tell you !!! I am not a fan of tiramisu, but the lady ( who I wish I knew her name ) recommended  it and I was like I guess I'll try. This was by far the best tiramisu I ever had . I had to order two ! We came after dinner here and it was busy , but no wait which was awesome. Also the drinks are pretty strong here , most of them are dessert type drinks."
71,Caffé Vittoria,5 star rating,6/30/2020,"Super nice place!! Great quality coffee! And awesome desserts!! We ordered 3 different ones because we couldn't choose just one :) tiramisu is amazing! And that was my first time trying lobster tail (for that reason I can't compare it to anything) buuuut highly recommended!!
Oh, and it's cash only place, so don't forget to bring your dollar bills :)"
72,Caffé Vittoria,5 star rating,8/12/2019,"For my experience, I really enjoyed ! Good spot to sit with opened-windows & friendly service. Of course, our local friends recommended & we loved it!  The whole area is so ""Little Italy""...atmospheric feel. 
It's CA$H only business !!! 
We got...coffee, espresso, cannoli, gelato, tiramisu...everything is held up its recommendations!"
73,Caffé Vittoria,5 star rating,8/30/2019,"Loved going to this little cafe after eating dinner in the North End. We paid $10 for 2 desserts plus tip, and were not disappointed. The tiramisu I ordered was creamy and delicious! The atmosphere of the cafe is very ""vintage Italy"", and is cute and cozy. I can't wait to take my friends/family here when they visit from out-of-state.

Service was great, but remember it's cash only!"
74,Caffé Vittoria,5 star rating,8/4/2019,"4.5 stars

Caffé Vittoria is a North End gem. Step in and you'll be transported to an old-timey Italian coffee shop that looks straight out a movie. The walls are lined with vintage memorabilia and oldies play in the background.

The price point is about right. I usually go for the cappuccino (dusted with cinnamon) and the tiramisu (fluffy and decadent). I tried a bite of my bf's strawberry cheesecake which was good (but surprisingly salty).

Half a star lost for service. Often times, it can be hard to flag down somebody to take your order."
